corpid,brands,appdate,subnum
b'5',"b'IL MARCHIO CONSISTE NELLA PAROLA STARBUCKS COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE DI'",2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA CAFFE VERONA COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE'",2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA READY BREW COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE'",2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA STARBUCKS DOUBLESHOT COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE'",2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA STARBUCKS BLONDE COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE'",2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA GAZEBO BLEND COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE'",2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA PAROLA VERISMO COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE DI STAMPA'",2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA KITAMU COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE DI'",2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA STARBUCKS COFFEE COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE'",2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA PAROLA FRAPPUCCINO COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE DI'",2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA STARBUCKS BARISTA COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE DI'",2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA STARBUCKS COFFEE , COME DA ESEMPLARE ALLEGATO MARCHIO FIGURATIVO'",2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA GOLD COAST BLEND COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E'",2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA CASI CIELO COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE DI'",2011-12-23,b'140'
b'5',b'IL MARCHIO CONSISTE NELLA DICITURA STARBUCKS IN CARATTERI DI FANTASIA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE E COLORE',2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA LIGHTNOTE BLEND COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E CARATTERE DI'",2011-12-23,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA CAFE ESTIMA BLEND COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE, COLORE E'",2011-12-23,b'140'
b'5',b'IL MARCHIO CONSISTE NELLA DICITURA DI FANTASIA STARBUCKS WILLOW BLEND COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE.',2011-09-19,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA DICITURA DI FANTASIA STARBUCKS VERANDA BLEND COMUNQUE SCRITTA. IL MARCHIO POTR\xc3\x80 ESSERE RIPRODOTTO IN QUALSIASI DIMENSIONE,'",2011-09-19,b'140'
b'5',b'starbucks veranda blend',2011-09-15,b'140'
b'5',b'origami',2011-09-15,b'140'
b'5',b'starbucks willow blend',2011-09-15,b'140'
b'5',b'my starbucks rewards',2011-09-13,b'140'
b'5',b'SRCH',2011-09-07,b'140'
b'5',b'FREDDOCCINO',2011-09-01,b'140'
b'5',b'TEAYANA \xd8\xaa\xd9\x8a \xd9\x8a\xd8\xa7\xd9\x86\xd8\xa7',2011-08-11,b'140'
b'5',b'starbucks blonde',2011-07-29,b'140'
b'5',b'\xd8\xaa\xd9\x8a \xd9\x8a\xd8\xa7\xd9\x86\xd8\xa7',2011-07-25,b'140'
b'5',b'ANNIVERSARY SIREN',2011-05-30,b'140'
b'5',"b'IL MARCHIO CONSISTE NELLA RAPPRESENTAZIONE STILIZZATA DI UNA SIRENA INSCRITTA IN UN IMPRONTA CIRCOLARE, COME DA ESEMPLARE ALLEGATO. IL MARCHIO POTR\xc3\x80'",2011-05-04,b'140'
b'5',b'SIREN DESIGN',2011-03-24,b'140'
b'5',b'STARBUCKS AUTUMN BLEND',2011-03-01,b'140'
b'5',b'STARBUCKS RESERVE STAR & R DESIGN ONLY',2011-01-28,b'140'
b'5',b'\xd7\xa1\xd7\x98\xd7\x90\xd7\xa8\xd7\x91\xd7\xa7\xd7\xa1',2010-11-01,b'140'
b'5',b'starbucks via',2010-09-09,b'140'
b'5',b'via',2010-09-09,b'140'
